ID,CAT_REF,DISTRICT_CODE,DISTRICT_NAME,MUN_CODE,MUN_NAME,CONST_CODE,CONST_NAME,SCOUNTY_CODE,SCOUNTY_NAME,PARISH_CODE,PARISH_NAME,ELECT_CODE,ELECT_NAME,SURNAME,OTHER_NAME,SEX,POLITICAL_P,SYMBOL,VALID_VOTES,WINNER,CATEGORY,locid,district,budgetcategory,goodnews,badnews,matchme,matched,locid2011,incumbentparty,incumbentparty2,incumbent,votes,winnervotes,totalvotes,winnerperc,perc,marginperc,runnerupperc,incumbentmargin,winnermargin
2444,DIST/DEC/2016,47,KAYUNGA,NA,,180,NTENJERU COUNTY SOUTH,1,KANGULUMIRA,NA,,1,KANGULUMIRA,MUKOTE,JAMES,M,FDC,,581,,District/City Directly Elected Councillors,NTENJERU COUNTY SOUTH1,KAYUNGA,much better,TRUE,FALSE,TRUE,TRUE,NA,NRM,NA,0,581,3217,6529,0.492724766,0.088987594,0.403737173,0.22331138,-0.403737173,0.269413386
2445,DIST/DEC/2016,47,KAYUNGA,NA,,180,NTENJERU COUNTY SOUTH,2,NAZIGO,NA,,2,NAZIGO,KINTU,MUSOKE MUHAMMAD,M,INDEPENDENT,CLOCK,580,,District/City Directly Elected Councillors,NTENJERU COUNTY SOUTH2,KAYUNGA,much better,TRUE,FALSE,TRUE,TRUE,NA,INDEPENDENT,NA,1,580,3455,6079,0.568350058,0.095410429,0.472939628,0.278170752,-0.472939628,0.290179306
2446,DIST/DEC/2016,47,KAYUNGA,NA,,180,NTENJERU COUNTY SOUTH,2,NAZIGO,NA,,2,NAZIGO,KIRUMIRA,MUSISI PONSIANO,M,DP,,353,,District/City Directly Elected Councillors,NTENJERU COUNTY SOUTH2,KAYUNGA,much better,TRUE,FALSE,TRUE,TRUE,NA,INDEPENDENT,NA,0,353,3455,6079,0.568350058,0.058068761,0.510281296,0.278170752,-0.510281296,0.290179306
2447,DIST/DEC/2016,47,KAYUNGA,NA,,180,NTENJERU COUNTY SOUTH,2,NAZIGO,NA,,2,NAZIGO,MATOVU,DAVID,M,NRM,,"3,455",Winner,District/City Directly Elected Councillors,NTENJERU COUNTY SOUTH2,KAYUNGA,much better,TRUE,FALSE,TRUE,TRUE,NA,INDEPENDENT,NA,0,3455,3455,6079,0.568350058,0.568350058,0,0.278170752,0.290179306,0.290179306
2448,DIST/DEC/2016,47,KAYUNGA,NA,,180,NTENJERU COUNTY SOUTH,2,NAZIGO,NA,,2,NAZIGO,SSERUNKUUMA,ISAAC,M,INDEPENDENT,BALL,"1,691",,District/City Directly Elected Councillors,NTENJERU COUNTY SOUTH2,KAYUNGA,much better,TRUE,FALSE,TRUE,TRUE,NA,INDEPENDENT,NA,1,1691,3455,6079,0.568350058,0.278170752,0.290179306,0.278170752,-0.290179306,0.290179306
2449,DIST/DEC/2016,48,KYENJOJO,NA,,56,MWENGE COUNTY NORTH,,,NA,,1,BUFUNJO,TUMWEKWASE,MARTIN,M,INDEPENDENT,,215,,District/City Directly Elected Councillors,MWENGE COUNTY NORTH1,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,0,215,8126,12580,0.645945946,0.01709062,0.628855326,0.336963434,-0.628855326,0.308982512
2450,DIST/DEC/2016,48,KYENJOJO,NA,,56,MWENGE COUNTY NORTH,1,BUFUNJO,NA,,1,BUFUNJO,AGABA,EMMANUEL,M,NRM,,"8,126",Winner,District/City Directly Elected Councillors,MWENGE COUNTY NORTH1,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,1,8126,8126,12580,0.645945946,0.645945946,0,0.336963434,0.308982512,0.308982512
2451,DIST/DEC/2016,48,KYENJOJO,NA,,56,MWENGE COUNTY NORTH,1,BUFUNJO,NA,,1,BUFUNJO,WEDNESDAY,ADOLF,M,INDEPENDENT,BICYCLE,"4,239",,District/City Directly Elected Councillors,MWENGE COUNTY NORTH1,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,0,4239,8126,12580,0.645945946,0.336963434,0.308982512,0.336963434,-0.308982512,0.308982512
2452,DIST/DEC/2016,48,KYENJOJO,NA,,56,MWENGE COUNTY NORTH,5,NYANKWANZI,NA,,5,NYANKWANZI,GAMUKAMA,DEO,M,NRM,,"2,585",Winner,District/City Directly Elected Councillors,MWENGE COUNTY NORTH5,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,1,2585,2945,5776,0.509868421,0.447541551,0.06232687,0.447541551,-0.06232687,0.06232687
2453,DIST/DEC/2016,48,KYENJOJO,NA,,56,MWENGE COUNTY NORTH,5,NYANKWANZI,NA,,5,NYANKWANZI,KABAREBE,DEOGRATIAUS JOHN,M,INDEPENDENT,BICYCLE,246,,District/City Directly Elected Councillors,MWENGE COUNTY NORTH5,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,0,246,2945,5776,0.509868421,0.042590028,0.467278393,0.447541551,-0.467278393,0.06232687
2454,DIST/DEC/2016,48,KYENJOJO,NA,,56,MWENGE COUNTY NORTH,5,NYANKWANZI,NA,,5,NYANKWANZI,MURIMBANYI,PROTASE,M,INDEPENDENT,CHAIR,"2,945",,District/City Directly Elected Councillors,MWENGE COUNTY NORTH5,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,0,2945,2945,5776,0.509868421,0.509868421,0,0.447541551,0.06232687,0.06232687
2455,DIST/DEC/2016,48,KYENJOJO,NA,,56,MWENGE COUNTY NORTH,8,KYEMBOGO,NA,,2,KYEMBOGO,BIRAMAHEIRE,SILIVEST MUGARURA,M,INDEPENDENT,RADIO,921,,District/City Directly Elected Councillors,MWENGE COUNTY NORTH2,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,0,921,3532,4453,0.793173142,0.206826858,0.586346283,0.206826858,-0.586346283,0.586346283
2456,DIST/DEC/2016,48,KYENJOJO,NA,,56,MWENGE COUNTY NORTH,8,KYEMBOGO,NA,,2,KYEMBOGO,BYARUHANGA,ENOCK,M,NRM,,"3,532",Winner,District/City Directly Elected Councillors,MWENGE COUNTY NORTH2,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,1,3532,3532,4453,0.793173142,0.793173142,0,0.206826858,0.586346283,0.586346283
2457,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,1,BUTIITI,NA,,1,BUTIITI,KARAMAGI,RONALD,M,NRM,,,Unopposed,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH1,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2458,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,2,KIHUURA,NA,,2,KIHUURA,ABIGABA,IVAN KWIKIRIZA,M,INDEPENDENT,BICYCLE,60,,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH2,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,0,60,2252,3935,0.572299873,0.015247776,0.557052097,0.343583227,-0.557052097,0.228716645
2459,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,2,KIHUURA,NA,,2,KIHUURA,ATUHAIRWE,GISCARD RUSOKE,M,NRM,,"2,252",Winner,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH2,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,1,2252,2252,3935,0.572299873,0.572299873,0,0.343583227,0.228716645,0.228716645
2460,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,2,KIHUURA,NA,,2,KIHUURA,KAMARAKI,CHARLES MUGASA,M,INDEPENDENT,RADIO,"1,352",,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH2,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,0,1352,2252,3935,0.572299873,0.343583227,0.228716645,0.343583227,-0.228716645,0.228716645
2461,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,2,KIHUURA,NA,,2,KIHUURA,MWESIGWA,CALEB,M,INDEPENDENT,TABLE,161,,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH2,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,0,161,2252,3935,0.572299873,0.040914867,0.531385006,0.343583227,-0.531385006,0.228716645
2462,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,2,KIHUURA,NA,,2,KIHUURA,SERRA,VINCENT TIBENDA KATABARWA,M,FDC,,110,,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH2,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,0,110,2252,3935,0.572299873,0.027954257,0.544345616,0.343583227,-0.544345616,0.228716645
2463,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,3,NYANTUNGO,NA,,3,NYANTUNGO,IREETA,MWESIGE,M,INDEPENDENT,BICYCLE,"1,213",,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH3,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,0,1213,2262,3816,0.592767296,0.317872117,0.274895178,0.317872117,-0.274895178,0.274895178
2464,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,3,NYANTUNGO,NA,,3,NYANTUNGO,KAGORO,FRANCIS,M,NRM,,"2,262",Winner,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH3,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,1,2262,2262,3816,0.592767296,0.592767296,0,0.317872117,0.274895178,0.274895178
2465,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,3,NYANTUNGO,NA,,3,NYANTUNGO,KASANGAKI,PAUL,M,FDC,,63,,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH3,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,0,63,2262,3816,0.592767296,0.016509434,0.576257862,0.317872117,-0.576257862,0.274895178
2466,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,3,NYANTUNGO,NA,,3,NYANTUNGO,NYANZI,JOHN AKIIKI,M,INDEPENDENT,RADIO,225,,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH3,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,0,225,2262,3816,0.592767296,0.058962264,0.533805031,0.317872117,-0.533805031,0.274895178
2467,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,3,NYANTUNGO,NA,,3,NYANTUNGO,TUSIIME,CHARLES,M,INDEPENDENT,BALL,53,,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH3,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,0,53,2262,3816,0.592767296,0.013888889,0.578878407,0.317872117,-0.578878407,0.274895178
2468,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,4,KYENJOJO TOWN COUNCIL,NA,,4,KYENJOJO TOWN COUNCIL,BALINDA,RICHARD,M,INDEPENDENT,CLOCK,382,,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH4,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,0,382,2551,3535,0.721640736,0.108062235,0.613578501,0.17029703,-0.613578501,0.551343706
2469,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,4,KYENJOJO TOWN COUNCIL,NA,,4,KYENJOJO TOWN COUNCIL,KAMARA,GEORGE WILLIAM,M,NRM,,"2,551",Winner,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH4,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,1,2551,2551,3535,0.721640736,0.721640736,0,0.17029703,0.551343706,0.551343706
2470,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,4,KYENJOJO TOWN COUNCIL,NA,,4,KYENJOJO TOWN COUNCIL,MONDAY,CHARLES,M,FDC,,602,,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH4,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,0,602,2551,3535,0.721640736,0.17029703,0.551343706,0.17029703,-0.551343706,0.551343706
2471,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,5,BUTUNDUZI,NA,,5,BUTUNDUZI,KIBEDI,KENNETH SWAIBU,M,INDEPENDENT,RADIO,861,,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH5,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,0,861,1076,1979,0.543708944,0.435068216,0.108640728,0.435068216,-0.108640728,0.108640728
2472,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,5,BUTUNDUZI,NA,,5,BUTUNDUZI,MPAMIZO,WILLIAM,M,NRM,,"1,076",Winner,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH5,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,1,1076,1076,1979,0.543708944,0.543708944,0,0.435068216,0.108640728,0.108640728
2473,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,5,BUTUNDUZI,NA,,5,BUTUNDUZI,TUMWAKYIRE,SULAITI,M,FDC,,42,,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH5,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,0,42,1076,1979,0.543708944,0.02122284,0.522486104,0.435068216,-0.522486104,0.108640728
2474,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,6,KIGARAALE,NA,,6,KIGARAALE,KAKURU,RICHARD,M,INDEPENDENT,RADIO,784,,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH6,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,0,784,1870,2654,0.704596835,0.295403165,0.40919367,0.295403165,-0.40919367,0.40919367
2475,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,6,KIGARAALE,NA,,6,KIGARAALE,KALINTE,ISMAIL,M,NRM,,"1,870",Winner,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH6,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,1,1870,1870,2654,0.704596835,0.704596835,0,0.295403165,0.40919367,0.40919367
2476,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,7,KISOJO,NA,,7,KISOJO,ATEGEKA,RICHARD,M,INDEPENDENT,RADIO,372,,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH7,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,0,372,1564,3802,0.411362441,0.09784324,0.3135192,0.369016307,-0.3135192,0.042346134
2477,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,7,KISOJO,NA,,7,KISOJO,HAPPY,RICHARD,M,NRM,,"1,564",Winner,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH7,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,1,1564,1564,3802,0.411362441,0.411362441,0,0.369016307,0.042346134,0.042346134
2478,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,7,KISOJO,NA,,7,KISOJO,KALYEGIRA,JOSEPH,M,INDEPENDENT,CLOCK,"1,403",,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH7,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,0,1403,1564,3802,0.411362441,0.369016307,0.042346134,0.369016307,-0.042346134,0.042346134
2479,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,7,KISOJO,NA,,7,KISOJO,MWOMBEKI,YUSUF,M,FDC,,39,,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH7,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,0,39,1564,3802,0.411362441,0.010257759,0.401104682,0.369016307,-0.401104682,0.042346134
2480,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,7,KISOJO,NA,,7,KISOJO,TWINOMUJUNI,ALEX,M,INDEPENDENT,CHAIR,424,,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH7,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,0,424,1564,3802,0.411362441,0.111520252,0.299842188,0.369016307,-0.299842188,0.042346134
2481,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,8,NYABUHARWA,NA,,8,NYABUHARWA,KAYOYO,GEORGE,M,FDC,,612,,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH8,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,0,612,2797,3409,0.820475213,0.179524787,0.640950425,0.179524787,-0.640950425,0.640950425
2482,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,8,NYABUHARWA,NA,,8,NYABUHARWA,MUSINGUZI,NATHAN,M,NRM,,"2,797",Winner,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH8,KYENJOJO,much worse ,FALSE,TRUE,TRUE,TRUE,NA,NRM,NA,1,2797,2797,3409,0.820475213,0.820475213,0,0.179524787,0.640950425,0.640950425
2483,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,9,BUTUNDUZI TOWN COUNCIL,NA,,9,BUTUNDUZI TOWN COUNCIL,ASIIMWE,WELSON,M,NRM,,988,Winner,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH9,KYENJOJO,much worse ,FALSE,TRUE,TRUE,MULTIPLE MATCHES,NA,NA,NA,NA,988,988,2067,0.477987421,0.477987421,0,0.39380745,0.084179971,0.084179971
2484,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,9,BUTUNDUZI TOWN COUNCIL,NA,,9,BUTUNDUZI TOWN COUNCIL,KISEMBO,ROGERS,M,FDC,,265,,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH9,KYENJOJO,much worse ,FALSE,TRUE,TRUE,MULTIPLE MATCHES,NA,NA,NA,NA,265,988,2067,0.477987421,0.128205128,0.349782293,0.39380745,-0.349782293,0.084179971
2485,DIST/DEC/2016,48,KYENJOJO,NA,,57,MWENGE COUNTY SOUTH,9,BUTUNDUZI TOWN COUNCIL,NA,,9,BUTUNDUZI TOWN COUNCIL,MBABAZI,HANNINGTON,M,INDEPENDENT,CLOCK,814,,District/City Directly Elected Councillors,MWENGE COUNTY SOUTH9,KYENJOJO,much worse ,FALSE,TRUE,TRUE,MULTIPLE MATCHES,NA,NA,NA,NA,814,988,2067,0.477987421,0.39380745,0.084179971,0.39380745,-0.084179971,0.084179971
2486,DIST/DEC/2016,48,KYENJOJO,NA,,274,MWENGE CENTRAL COUNTY,2,BUGAAKI,NA,,2,BUGAAKI,ALINGANIZA,WILSON,M,FDC,,144,,District/City Directly Elected Councillors,MWENGE CENTRAL COUNTY2,KYENJOJO,much worse ,FALSE,TRUE,TRUE,MULTIPLE MATCHES,NA,NA,NA,NA,144,2764,4592,0.601916376,0.031358885,0.570557491,0.213196864,-0.570557491,0.388719512
2487,DIST/DEC/2016,48,KYENJOJO,NA,,274,MWENGE CENTRAL COUNTY,2,BUGAAKI,NA,,2,BUGAAKI,KAHEESI,EDWARD,M,INDEPENDENT,BICYCLE,362,,District/City Directly Elected Councillors,MWENGE CENTRAL COUNTY2,KYENJOJO,much worse ,FALSE,TRUE,TRUE,MULTIPLE MATCHES,NA,NA,NA,NA,362,2764,4592,0.601916376,0.078832753,0.523083624,0.213196864,-0.523083624,0.388719512
2488,DIST/DEC/2016,48,KYENJOJO,NA,,274,MWENGE CENTRAL COUNTY,2,BUGAAKI,NA,,2,BUGAAKI,MUGENYI,STEPHEN SIMON,M,INDEPENDENT,BALL,979,,District/City Directly Elected Councillors,MWENGE CENTRAL COUNTY2,KYENJOJO,much worse ,FALSE,TRUE,TRUE,MULTIPLE MATCHES,NA,NA,NA,NA,979,2764,4592,0.601916376,0.213196864,0.388719512,0.213196864,-0.388719512,0.388719512
2489,DIST/DEC/2016,48,KYENJOJO,NA,,274,MWENGE CENTRAL COUNTY,2,BUGAAKI,NA,,2,BUGAAKI,MUHIMBO,RUGEMA STEPHEN,M,INDEPENDENT,RADIO,343,,District/City Directly Elected Councillors,MWENGE CENTRAL COUNTY2,KYENJOJO,much worse ,FALSE,TRUE,TRUE,MULTIPLE MATCHES,NA,NA,NA,NA,343,2764,4592,0.601916376,0.074695122,0.527221254,0.213196864,-0.527221254,0.388719512
2490,DIST/DEC/2016,48,KYENJOJO,NA,,274,MWENGE CENTRAL COUNTY,2,BUGAAKI,NA,,2,BUGAAKI,MWESIGE,R. MOSES,M,NRM,,"2,764",Winner,District/City Directly Elected Councillors,MWENGE CENTRAL COUNTY2,KYENJOJO,much worse ,FALSE,TRUE,TRUE,MULTIPLE MATCHES,NA,NA,NA,NA,2764,2764,4592,0.601916376,0.601916376,0,0.213196864,0.388719512,0.388719512
2491,DIST/DEC/2016,48,KYENJOJO,NA,,274,MWENGE CENTRAL COUNTY,3,KATOOKE,NA,,3,KATOOKE,KAYONDO,JAMES,M,INDEPENDENT,CLOCK,"1,386",,District/City Directly Elected Councillors,MWENGE CENTRAL COUNTY3,KYENJOJO,much worse ,FALSE,TRUE,TRUE,NO CLOSE MATCH,NA,NA,NA,NA,1386,2197,5074,0.432991723,0.273157272,0.15983445,0.273157272,-0.15983445,0.15983445
2492,DIST/DEC/2016,48,KYENJOJO,NA,,274,MWENGE CENTRAL COUNTY,3,KATOOKE,NA,,3,KATOOKE,KYALIGONZA,ADOLF,M,FDC,,52,,District/City Directly Elected Councillors,MWENGE CENTRAL COUNTY3,KYENJOJO,much worse ,FALSE,TRUE,TRUE,NO CLOSE MATCH,NA,NA,NA,NA,52,2197,5074,0.432991723,0.010248325,0.422743398,0.273157272,-0.422743398,0.15983445
2493,DIST/DEC/2016,48,KYENJOJO,NA,,274,MWENGE CENTRAL COUNTY,3,KATOOKE,NA,,3,KATOOKE,MUKAMA,PATRICK BBALA,M,INDEPENDENT,RADIO,683,,District/City Directly Elected Councillors,MWENGE CENTRAL COUNTY3,KYENJOJO,much worse ,FALSE,TRUE,TRUE,NO CLOSE MATCH,NA,NA,NA,NA,683,2197,5074,0.432991723,0.134607804,0.298383918,0.273157272,-0.298383918,0.15983445
2494,DIST/DEC/2016,48,KYENJOJO,NA,,274,MWENGE CENTRAL COUNTY,3,KATOOKE,NA,,3,KATOOKE,MUZOORA,GODWIN,M,NRM,,"2,197",Winner,District/City Directly Elected Councillors,MWENGE CENTRAL COUNTY3,KYENJOJO,much worse ,FALSE,TRUE,TRUE,NO CLOSE MATCH,NA,NA,NA,NA,2197,2197,5074,0.432991723,0.432991723,0,0.273157272,0.15983445,0.15983445
2495,DIST/DEC/2016,48,KYENJOJO,NA,,274,MWENGE CENTRAL COUNTY,3,KATOOKE,NA,,3,KATOOKE,MWESIGE,ROBERT,M,INDEPENDENT,BICYCLE,756,,District/City Directly Elected Councillors,MWENGE CENTRAL COUNTY3,KYENJOJO,much worse ,FALSE,TRUE,TRUE,NO CLOSE MATCH,NA,NA,NA,NA,756,2197,5074,0.432991723,0.148994876,0.283996847,0.273157272,-0.283996847,0.15983445
2496,DIST/DEC/2016,48,KYENJOJO,NA,,274,MWENGE CENTRAL COUNTY,4,KYARUSOZI,NA,,4,KYARUSOZI,AIKIRIZA,KAYOOYO JAMES,M,NRM,,"1,436",Winner,District/City Directly Elected Councillors,MWENGE CENTRAL COUNTY4,KYENJOJO,much worse ,FALSE,TRUE,TRUE,NO CLOSE MATCH,NA,NA,NA,NA,1436,1436,2306,0.62272333,0.62272333,0,0.37727667,0.245446661,0.245446661
2497,DIST/DEC/2016,48,KYENJOJO,NA,,274,MWENGE CENTRAL COUNTY,4,KYARUSOZI,NA,,4,KYARUSOZI,KIIZA,PAUL,M,INDEPENDENT,RADIO,870,,District/City Directly Elected Councillors,MWENGE CENTRAL COUNTY4,KYENJOJO,much worse ,FALSE,TRUE,TRUE,NO CLOSE MATCH,NA,NA,NA,NA,870,1436,2306,0.62272333,0.37727667,0.245446661,0.37727667,-0.245446661,0.245446661
2498,DIST/DEC/2016,48,KYENJOJO,NA,,274,MWENGE CENTRAL COUNTY,6,KATOOKE TOWN COUNCIL,NA,,6,KATOOKE TOWN COUNCIL,BANDAGAIRE,NSUNGWA RICHARD,M,NRM,,"1,427",Winner,District/City Directly Elected Councillors,MWENGE CENTRAL COUNTY6,KYENJOJO,much worse ,FALSE,TRUE,TRUE,NO CLOSE MATCH,NA,NA,NA,NA,1427,1427,2886,0.494455994,0.494455994,0,0.480942481,0.013513514,0.013513514
2499,DIST/DEC/2016,48,KYENJOJO,NA,,274,MWENGE CENTRAL COUNTY,6,KATOOKE TOWN COUNCIL,NA,,6,KATOOKE TOWN COUNCIL,TUGUME,JOSEPH,M,INDEPENDENT,RADIO,"1,388",,District/City Directly Elected Councillors,MWENGE CENTRAL COUNTY6,KYENJOJO,much worse ,FALSE,TRUE,TRUE,NO CLOSE MATCH,NA,NA,NA,NA,1388,1427,2886,0.494455994,0.480942481,0.013513514,0.480942481,-0.013513514,0.013513514
2500,DIST/DEC/2016,48,KYENJOJO,NA,,274,MWENGE CENTRAL COUNTY,6,KATOOKE TOWN COUNCIL,NA,,6,KATOOKE TOWN COUNCIL,TUGUMISIRIZE,EPHRAIM,M,INDEPENDENT,CHAIR,71,,District/City Directly Elected Councillors,MWENGE CENTRAL COUNTY6,KYENJOJO,much worse ,FALSE,TRUE,TRUE,NO CLOSE MATCH,NA,NA,NA,NA,71,1427,2886,0.494455994,0.024601525,0.46985447,0.480942481,-0.46985447,0.013513514
2501,DIST/DEC/2016,48,KYENJOJO,NA,,274,MWENGE CENTRAL COUNTY,7,KYARUSOZI TOWN COUNCIL,NA,,7,KYARUSOZI TOWN COUNCIL,BALINDA,JOSEPH,M,INDEPENDENT,RADIO,"1,110",,District/City Directly Elected Councillors,MWENGE CENTRAL COUNTY7,KYENJOJO,much worse ,FALSE,TRUE,TRUE,MULTIPLE MATCHES,NA,NA,NA,NA,1110,1416,2613,0.541905855,0.424799082,0.117106774,0.424799082,-0.117106774,0.117106774
2502,DIST/DEC/2016,48,KYENJOJO,NA,,274,MWENGE CENTRAL COUNTY,7,KYARUSOZI TOWN COUNCIL,NA,,7,KYARUSOZI TOWN COUNCIL,MWESIGE,JOSEPH BIRUNGI,M,INDEPENDENT,CLOCK,87,,District/City Directly Elected Councillors,MWENGE CENTRAL COUNTY7,KYENJOJO,much worse ,FALSE,TRUE,TRUE,MULTIPLE MATCHES,NA,NA,NA,NA,87,1416,2613,0.541905855,0.033295063,0.508610792,0.424799082,-0.508610792,0.117106774
