qnum,muni,codeibge,codesetor,group,incumbent_wins,acc_status,ana_rank,data,hora_1,sex,age,politics_interest,turnout_2012,vote_2012,same_race_mayor,turnout_2014,vote_2014,partisan,muni_biggest_prob,politician_helped,edu_contas_rank,mayor_pid,govt_eval_baseline,acc_eval_baseline,uncertain_acc_baseline,edu_eval_baseline,uncertain_edu_baseline,tce_knowledge,ana_knowledge,child_school,confid_fedgov,confid_justice,confid_tce,confid_muni,acc_responsible,edu_responsible,prob_vote_buying,prob_vote_monitoring,prob_vote_count,info_welfare,source_cred1,acc_rejected_prior,tce_prior_cert,ana_prior,edu_prior_uncert,treat_quest,years_edu,race,religion,income,relative_wellbeing,pesq,hora_2,ana,accounts,acc_rejected,control,good_ana,good_accounts,female,edu_rank1,acc_rank1,info_corrupt_welfare1,source_cred1_survey,free_fair,acc_goodsurprise,acc_badsurprise,acc_nosurprise,list1,list2,carlos,flier,area1,area2,turnout,vote_choice,list_exp_vote,decision_factors,top3_1,top3_2,top3_3,govt_eval,pol_effort,pol_honesty,good_schools1,good_schools2,good_schools3,acc_rejected_posterior,ana_posterior,acc_backlash,ideb_heard,ideb_heard_from1,ideb_heard_from2,ideb_heard_from3,ideb_goal_met,received_flier,heard_others_flier,flier_openended1,flier_openended2,flier_openended3,vote_vig,uncertain_edu_eval,uncertain_acc_eval,uncertain_edu_open,uncertain_acc_open,edu_eval,acc_eval,vote_buying_list,vote_list,vig_treatment,valid_vote,vote_party,vote,vote_winner,vote_vig_strict,info_most_important,info_import,attrited,acc_correct,ana_correct,acc_anysurprise,competitiveness
1186,Flores,2605608,260560808000001,(1) Controle,0,REJEIÇÃO,166,1309,714,Mulher,67,Muito interessado(a),1,0,0,Sim,Dilma Rousseff,1,Saúde/hospitais/postos de saúde,0,Igualmente importantes,2,4,Ruim,5,Ruim,5,0,0,0,4,5,6,4,7,7,2,2,2,Se ele foi acusado de cometer algum crime,Um debate entre os candidatos,0,Seguro(a),131,Seguro(a),Não,0,Branca,Católica,"De R$ 440,01 até R$ 880,00",Igual,20,725,0,0,1,1,0,1,1,0,0,0,0,4,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,NA,Gestão Financ.,contas do município,escolas municipais,1,3,2,Benefícios para a comunidade,O que aprendi durante a campanha sobre o atual prefeito,Conhecer pessoalmente algum candidato,NA,3,2,1,Ter professores bem formados,Ter professores bem pagos,Ser escola de tempo integral,1,93,Não,Não,NA,NA,NA,Não,0,Não,NA,NA,NA,1,3,2,Falta de investimento na educação,NS/NR,3,3,1,0,0,1,PSB,0,1,1,1,1,0,1,111,1,0.8467159081883886
1187,Flores,2605608,260560808000001,(2) Gestão Financeira,0,REJEIÇÃO,166,1309,729,Homem,19,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,0,Segurança/violência/criminalidade,0,A administração das contas do município,6,2,Bom,5,Regular,5,1,0,0,5,6,5,5,6,5,1,1,4,Se ele consegue trazer benefícios e serviços para a população,Uma pessoa influente da sua comunidade,0,Seguro(a),93,Seguro(a),Não,12,Parda,Evangélica Pentecostal,"De R$ 1.320,01 até R$ 1.760,00",Igual,20,745,0,1,1,0,0,1,0,0,1,0,0,5,0,1,0,NA,NA,NA,Gestão Financ.,contas do município,escolas municipais,1,Branco/Nulo,2,NA,Outro fator,NA,NA,NA,NA,NA,Ser escola de tempo integral,Ter professores bem pagos,Ter professores bem formados,1,101,Não,Não,NA,NA,NA,Não,1,Não,NA,NA,NA,1,1,4,NA,NA,NA,NA,0,0,0,0,NA,0,0,1,0,NA,0,1,119,1,0.8467159081883886
1188,Flores,2605608,260560808000001,(3) Educação,0,REJEIÇÃO,166,1309,749,Homem,68,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,1,Crise econômica,0,A administração das contas do município,2,3,Ruim,6,Regular,5,0,0,0,4,5,5,3,6,6,2,1,4,Se ele consegue trazer benefícios e serviços para a população,Um debate entre os candidatos,0,Seguro(a),89,Seguro(a),Não,3,Parda,Católica,"De R$ 440,01 até R$ 880,00",Igual,20,804,1,0,1,0,0,1,0,0,1,0,0,5,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,NA,Educação,escolas municipais,contas do município,1,Branco/Nulo,2,Benefícios para a comunidade,O que aprendi durante a campanha sobre o atual prefeito,Outro fator,NA,4,4,3,Ter professores bem formados,Ter professores bem pagos,Ter bom desempenho em avaliações nacionais,0,137,NA,NA,NA,NA,NA,NS/NR,0,Não,NA,NA,NA,1,3,2,Investimento na educação,NA,4,4,1,0,0,0,NA,0,0,0,1,1,0,0,155,1,0.8467159081883886
1189,Flores,2605608,260560808000001,(2) Gestão Financeira,0,REJEIÇÃO,166,1309,807,Mulher,64,Pouco interessado(a),1,0,0,Sim,Dilma Rousseff,1,Saúde/hospitais/postos de saúde,0,A administração das contas do município,3,5,Péssimo,3,Péssimo,3,0,0,0,4,5,6,7,5,6,4,3,2,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Uma pessoa fazendo uma pesquisa,0,Seguro(a),1,Seguro(a),Não,3,Branca,Católica,"De R$ 440,01 até R$ 880,00",Igual,20,822,0,1,1,0,0,1,1,0,1,0,0,5,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,escolas municipais,contas do município,1,3,1,As políticas do meu candidato,Conhecer pessoalmente algum candidato,O que aprendi durante a campanha sobre o atual prefeito,NA,3,2,1,Ficar perto da sua casa,Ter professores bem pagos,Ter bom desempenho em avaliações nacionais,0,77,Não,NA,NA,NA,NA,Não,0,Não,NA,NA,NA,1,3,2,Faltam professores nas escolas,NA,3,3,1,1,1,1,PSB,0,1,1,0,1,0,0,95,1,0.8467159081883886
1190,Flores,2605608,260560808000001,(1) Controle,0,REJEIÇÃO,166,1309,826,Mulher,27,Pouco interessado(a),1,1,0,Sim,Marina Silva,1,Saúde/hospitais/postos de saúde,1,Igualmente importantes,7,2,Bom,7,Bom,7,1,0,0,6,2,5,6,7,7,1,1,4,Se ele foi acusado de cometer algum crime,Uma pessoa influente da sua comunidade,0,Seguro(a),165,Seguro(a),Não,12,Parda,Evangélica Pentecostal,"De R$ 440,01 até R$ 880,00",Melhor,20,840,0,0,1,1,0,1,1,0,0,0,0,5,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,NA,Gestão Financ.,contas do município,escolas municipais,1,2,0,Ser um bom administrador,O que aprendi durante a campanha sobre o atual prefeito,NA,NA,5,5,1,Ter professores bem formados,Ficar perto da sua casa,Ter bom desempenho em avaliações nacionais,0,65,Não,Sim,Vizinho ou amigo,"Jornal, rádio ou televisão",NA,Sim,0,Não,NA,NA,NA,1,4,1,Investimento na educação,Tem contas em dia/contas aprovadas,5,5,1,0,0,1,PR,1,0,1,1,1,0,0,83,1,0.8467159081883886
1191,Flores,2605608,260560808000001,(3) Educação,0,REJEIÇÃO,166,1309,843,Mulher,40,Nada interessado(a),1,0,0,Sim,Dilma Rousseff,1,Segurança/violência/criminalidade,0,A administração das contas do município,7,3,Regular,3,Regular,4,0,0,0,1,2,1,2,5,5,1,1,1,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Um debate entre os candidatos,0,Seguro(a),1,Seguro(a),Não,5,Parda,Católica,"De R$ 1.760,01 até R$ 2.640,00",Igual,20,859,1,0,1,0,0,1,1,0,1,0,0,2,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,contas do município,escolas municipais,1,3,1,Benefícios para a comunidade,O que aprendi durante a campanha sobre o atual prefeito,Os partidos ou coligações dos candidatos,Conversas com amigos ou familiares,3,1,1,Ficar perto da sua casa,Ter professores bem pagos,Ter professores bem formados,1,101,NA,Não,NA,NA,NA,Não,1,Não,NA,NA,NA,1,1,4,NA,NA,3,3,1,1,1,1,PSB,0,1,1,1,1,0,1,119,1,0.8467159081883886
1192,Flores,2605608,260560808000001,(1) Controle,0,REJEIÇÃO,166,1309,905,Mulher,31,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,0,Desemprego/combate ao desemprego,0,Igualmente importantes,4,2,Bom,6,Bom,5,1,0,1,6,6,6,7,6,7,1,1,3,Se ele se envolveu em corrupção,Uma pessoa influente da sua comunidade,0,Seguro(a),185,Inseguro(a),Não,12,Parda,Evangélica Pentecostal,"De R$ 1.320,01 até R$ 1.760,00",Melhor,20,920,0,0,1,1,1,1,1,0,0,1,0,4,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,"Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,contas do município,escolas municipais,1,2,1,Benefícios para a comunidade,Conhecer pessoalmente algum candidato,Conversas com amigos ou familiares,NA,5,4,4,Ter professores bem formados,Ter professores bem pagos,Ser escola de tempo integral,0,17,NA,Sim,"Jornal, rádio ou televisão",NA,NA,Sim,0,Não,NA,NA,NA,1,3,2,O ensino é de qualidade/Professores qualificados,Tem contas em dia/contas aprovadas,4,5,1,0,1,1,PR,1,0,1,0,NA,0,0,35,1,0.8467159081883886
1193,Flores,2605608,260560808000001,(2) Gestão Financeira,0,REJEIÇÃO,166,1309,924,Homem,62,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,1,Segurança/violência/criminalidade,0,A administração das escolas municipais,4,2,Bom,5,Bom,5,1,0,0,4,5,4,5,6,5,1,1,2,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Uma pessoa influente da sua comunidade,0,Seguro(a),35,Seguro(a),Não,9,Parda,Católica,"De R$ 1.320,01 até R$ 1.760,00",Igual,20,940,0,1,1,0,0,1,0,1,0,0,0,3,0,1,0,NA,"
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,contas do município,escolas municipais,1,Branco/Nulo,1,NA,Nenhum,NA,NA,4,4,4,Ter professores bem pagos,Ter professores bem formados,NA,0,145,NA,NA,NA,NA,NA,Não,1,Não,NA,NA,NA,1,3,2,Os professores não faltam/Tem aulas frequentes,Tem contas em dia/contas aprovadas,4,4,0,1,1,0,NA,0,0,1,0,NA,0,0,163,1,0.8467159081883886
1194,Flores,2605608,260560808000001,(2) Gestão Financeira,0,REJEIÇÃO,166,1309,947,Mulher,35,Nada interessado(a),0,1,1,Sim,Dilma Rousseff,1,Segurança/violência/criminalidade,0,Igualmente importantes,1,3,Regular,3,Bom,5,1,0,1,3,5,6,3,6,6,1,4,4,Se ele se envolveu em corrupção,Um debate entre os candidatos,1,Seguro(a),97,Seguro(a),Não,10,Branca,Católica,"De R$ 440,01 até R$ 880,00",Igual,20,1003,0,1,1,0,0,0,1,0,0,1,0,8,0,0,1,NA,NA,"Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,contas do município,escolas municipais,1,3,2,As políticas do meu candidato,O que aprendi durante a campanha sobre o atual prefeito,Os partidos ou coligações dos candidatos,NA,2,1,1,Ter acesso a Internet,Ter professores bem pagos,Ter professores bem formados,1,153,NA,Não,NA,NA,NA,Não,1,Não,NA,NA,NA,1,3,2,Falta de limpeza nas escolas,Muitas demissões,2,2,0,0,1,1,PSB,0,1,1,1,1,0,1,171,0,0.8467159081883886
1195,Flores,2605608,260560808000001,(1) Controle,0,REJEIÇÃO,166,1309,1105,Mulher,49,Nada interessado(a),1,1,0,Sim,Dilma Rousseff,1,Saúde/hospitais/postos de saúde,0,Igualmente importantes,7,2,Bom,6,Bom,7,1,0,0,6,7,6,6,7,7,1,1,3,Se ele foi acusado de cometer algum crime,Uma pessoa influente da sua comunidade,0,Seguro(a),134,Inseguro(a),Não,4,Parda,Católica,"De R$ 440,01 até R$ 880,00",Melhor,20,1122,0,0,1,1,0,1,1,0,0,0,0,4,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito",NA,Educação,contas do município,escolas municipais,1,2,1,Benefícios para a comunidade,Conhecer pessoalmente algum candidato,O que aprendi durante a campanha sobre o atual prefeito,NA,4,4,4,Ter professores bem formados,Ter professores bem pagos,Ser escola de tempo integral,0,41,Não,Sim,Vizinho ou amigo,NA,NA,Sim,1,Não,NA,NA,NA,1,4,1,Os professores recebem em dia,Não atrasa salários dos funcionários,4,4,1,1,0,1,PR,1,0,1,0,1,0,0,59,1,0.8467159081883886
1196,Flores,2605608,260560808000001,(3) Educação,0,REJEIÇÃO,166,1309,1129,Mulher,42,Pouco interessado(a),0,1,0,Não,Dilma Rousseff,0,Crise econômica,0,Igualmente importantes,3,2,Bom,7,Bom,6,0,0,0,7,6,5,4,7,6,1,1,4,Se ele foi acusado de cometer algum crime,Uma pessoa fazendo uma pesquisa,0,Seguro(a),131,Seguro(a),Não,1,Branca,Católica,"De R$ 1.320,01 até R$ 1.760,00",Igual,20,1145,1,0,1,0,0,1,1,0,0,0,0,5,0,1,0,NA,"
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,escolas municipais,contas do município,1,2,1,O esforço do meu candidato/meu candidato é trabalhador,O que aprendi durante a campanha sobre o atual prefeito,Conversas com amigos ou familiares,NA,4,4,4,Ter acesso a Internet,Ter professores bem pagos,Ter professores bem formados,0,41,NA,Sim,Vizinho ou amigo,NA,NA,Sim,1,Não,NA,NA,NA,1,3,2,Os professores não faltam/Tem aulas frequentes,NA,4,4,0,1,1,1,PR,1,0,1,1,1,0,0,59,1,0.8467159081883886
1197,Flores,2605608,260560808000001,(1) Controle,0,REJEIÇÃO,166,1309,1148,Homem,37,Nada interessado(a),1,1,1,Sim,Dilma Rousseff,0,Saúde/hospitais/postos de saúde,0,A administração das contas do município,1,2,Bom,7,Bom,7,0,0,1,2,3,3,4,6,6,1,1,4,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Uma pessoa influente da sua comunidade,0,Seguro(a),77,Seguro(a),Não,2,Branca,Evangélica Pentecostal,"De R$ 440,01 até R$ 880,00",Igual,20,1203,0,0,1,1,0,1,0,0,1,0,0,5,0,1,0,NA,NA,NA,Educação,contas do município,escolas municipais,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0.8467159081883886
1198,Flores,2605608,260560808000001,(2) Gestão Financeira,0,REJEIÇÃO,166,1309,1211,Homem,26,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,1,Saúde/hospitais/postos de saúde,0,Igualmente importantes,2,1,Ótimo,7,Bom,7,1,0,0,7,7,7,7,7,7,1,1,4,Se ele se envolveu em corrupção,Uma pessoa influente da sua comunidade,0,Seguro(a),102,Seguro(a),Não,6,Branca,Católica,"De R$ 440,01 até R$ 880,00",Melhor,20,1228,0,1,1,0,0,1,0,0,0,1,0,5,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,contas do município,escolas municipais,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0.8467159081883886
1199,Flores,2605608,260560808000001,(3) Educação,0,REJEIÇÃO,166,1309,1235,Homem,30,Pouco interessado(a),1,1,0,Sim,Dilma Rousseff,1,Desemprego/combate ao desemprego,1,A administração das contas do município,4,2,Bom,6,Bom,6,0,0,0,3,4,3,4,6,6,1,1,4,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Um panfleto de uma ONG,0,Seguro(a),1,Seguro(a),Não,12,Branca,Católica,"De R$ 1.320,01 até R$ 1.760,00",Igual,20,1247,1,0,1,0,0,1,0,0,1,0,1,5,0,1,0,NA,"
Votar em um candidato que perdeu as eleições para prefeito",NA,Educação,contas do município,escolas municipais,1,3,1,O esforço do meu candidato/meu candidato é trabalhador,Outro fator,NA,NA,4,4,1,Ter professores bem formados,Ficar perto da sua casa,Ter professores bem pagos,0,121,Não,NA,NA,NA,NA,NS/NR,1,Não,NA,NA,NA,1,3,2,Construiu quadras esportivas,Investe em obras na cidade,4,4,0,1,0,1,PSB,0,1,1,0,NA,0,0,139,1,0.8467159081883886
1200,Flores,2605608,260560808000001,(3) Educação,0,REJEIÇÃO,166,1309,1255,Homem,30,Nada interessado(a),1,1,1,Sim,Dilma Rousseff,0,Saúde/hospitais/postos de saúde,0,Igualmente importantes,2,1,Ótimo,7,Ótimo,6,0,0,1,7,7,7,6,7,7,1,1,4,Se ele se envolveu em corrupção,Um debate entre os candidatos,0,Seguro(a),141,Seguro(a),Não,0,Branca,Católica,"De R$ 440,01 até R$ 880,00",Igual,20,1313,1,0,1,0,0,1,0,0,0,1,0,5,0,1,0,NA,NA,NA,Educação,escolas municipais,contas do município,1,3,1,NA,Conversas com amigos ou familiares,O que aprendi durante a campanha sobre o atual prefeito,NA,4,4,1,Ter acesso a Internet,Ficar perto da sua casa,Ter professores bem formados,0,89,Não,NA,NA,NA,NA,NS/NR,1,Não,NA,NA,NA,1,2,2,Investimento na educação,NA,4,4,0,0,0,1,PSB,0,1,1,0,1,0,0,107,1,0.8467159081883886
1201,Flores,2605608,260560808000002,(3) Educação,0,REJEIÇÃO,166,1309,1328,Mulher,30,Nada interessado(a),0,1,0,Sim,Dilma Rousseff,1,Saúde/hospitais/postos de saúde,0,Igualmente importantes,3,4,Péssimo,6,Ruim,7,1,0,1,3,5,3,1,7,7,4,4,3,Se ele foi acusado de cometer algum crime,Um panfleto de uma ONG,0,Seguro(a),185,Seguro(a),Não,12,Parda,Evangélica Pentecostal,"De R$ 1.320,01 até R$ 1.760,00",Igual,20,1342,1,0,1,0,1,1,1,0,0,0,1,7,0,1,0,NA,"
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,escolas municipais,contas do município,1,3,1,Benefícios para a comunidade,Os partidos ou coligações dos candidatos,O que aprendi durante a campanha sobre o atual prefeito,NA,1,1,1,Ter bom desempenho em avaliações nacionais,Ficar perto da sua casa,Ter professores bem pagos,1,129,Não,NA,NA,NA,NA,Não,1,Não,NA,NA,NA,1,3,2,Falta de limpeza nas escolas,NA,1,1,0,1,1,1,PSB,0,1,0,0,1,0,1,147,1,0.8467159081883886
1202,Flores,2605608,260560808000002,(3) Educação,0,REJEIÇÃO,166,1309,1345,Homem,35,Nada interessado(a),1,1,1,Sim,Dilma Rousseff,1,Segurança/violência/criminalidade,0,Igualmente importantes,5,2,Bom,5,Bom,4,1,0,1,6,5,4,5,6,6,1,1,2,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Uma pessoa influente da sua comunidade,0,Seguro(a),10,Seguro(a),Não,6,Parda,Católica,"De R$ 1.320,01 até R$ 1.760,00",Melhor,20,1349,1,0,1,0,0,1,0,0,0,0,0,3,0,1,0,NA,NA,"Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,contas do município,escolas municipais,1,2,1,Benefícios pessoais para mim ou a minha família,Conhecer pessoalmente algum candidato,O que aprendi durante a campanha sobre o atual prefeito,NA,4,4,4,Ter acesso a Internet,Ter bom desempenho em avaliações nacionais,Ser escola de tempo integral,0,117,NA,Não,NA,NA,NA,Não,0,Não,NA,NA,NA,1,3,2,O ensino é de qualidade/Professores qualificados,Investe na saúde,4,4,0,0,1,1,PR,1,0,1,0,1,0,0,135,1,0.8467159081883886
1203,Flores,2605608,260560808000002,(2) Gestão Financeira,0,REJEIÇÃO,166,1309,1404,Homem,29,Interessado(a),1,1,1,Não,Dilma Rousseff,1,Saúde/hospitais/postos de saúde,0,Igualmente importantes,7,1,Ótimo,7,Ótimo,7,0,0,1,1,3,3,7,7,7,1,1,4,Se ele foi acusado de cometer algum crime,Uma pessoa fazendo uma pesquisa,0,Seguro(a),152,Inseguro(a),Não,4,Branca,Católica,"De R$ 2.640,01 até R$ 4.400,00",Igual,20,1420,0,1,1,0,0,1,0,0,0,0,0,5,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,"Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,escolas municipais,contas do município,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0.8467159081883886
1204,Flores,2605608,260560808000002,(2) Gestão Financeira,0,REJEIÇÃO,166,1306,1424,Mulher,64,Pouco interessado(a),1,0,0,Sim,Dilma Rousseff,1,Segurança/violência/criminalidade,0,Igualmente importantes,2,3,Regular,6,Regular,6,0,0,0,4,5,6,5,5,5,1,1,4,Se ele consegue trazer benefícios e serviços para a população,Uma pessoa influente da sua comunidade,0,Seguro(a),80,Seguro(a),Não,2,Branca,Católica,"De R$ 1.320,01 até R$ 1.760,00",Igual,20,1440,0,1,1,0,0,1,1,0,0,0,0,5,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,NA,Gestão Financ.,escolas municipais,contas do município,1,3,3,As políticas do meu candidato,Conhecer pessoalmente algum candidato,Conversas com amigos ou familiares,NA,3,2,1,Ter professores bem formados,Ter professores bem pagos,Ser escola de tempo integral,0,109,Não,Sim,"Jornal, rádio ou televisão",NA,NA,Não,1,Não,NA,NA,NA,1,3,2,Falta de limpeza nas escolas,NA,3,2,1,0,0,1,PSB,0,1,1,0,NA,0,0,127,1,0.8467159081883886
1205,Flores,2605608,260560808000002,(1) Controle,0,REJEIÇÃO,166,1309,1444,Mulher,50,Interessado(a),1,1,1,Sim,Dilma Rousseff,1,Saúde/hospitais/postos de saúde,0,Igualmente importantes,7,1,Ótimo,7,Bom,7,1,0,0,7,7,7,7,7,7,1,1,4,Se ele consegue trazer benefícios e serviços para a população,Um panfleto de uma ONG,0,Seguro(a),135,Seguro(a),Não,6,Branca,Católica,"Até R$ 440,00",Igual,20,1459,0,0,1,1,0,1,1,0,0,0,1,5,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,NA,Gestão Financ.,escolas municipais,contas do município,1,2,1,Benefícios para a comunidade,O que aprendi durante a campanha sobre o atual prefeito,Os partidos ou coligações dos candidatos,NA,5,4,4,Ter bom desempenho em avaliações nacionais,Ter professores bem pagos,Ter professores bem formados,0,113,Não,NA,NA,NA,NA,NS/NR,1,Não,NA,NA,NA,1,3,1,O ensino é de qualidade/Professores qualificados,NA,5,4,1,0,0,1,PR,1,0,1,1,1,0,0,131,1,0.8467159081883886
1206,Flores,2605608,260560808000002,(1) Controle,0,REJEIÇÃO,166,1309,1503,Homem,76,Pouco interessado(a),1,0,0,Sim,Dilma Rousseff,0,Desemprego/combate ao desemprego,0,A administração das escolas municipais,5,2,Bom,4,Bom,4,0,0,0,4,5,4,3,6,6,1,1,4,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Uma pessoa influente da sua comunidade,0,Seguro(a),93,Seguro(a),Não,3,Branca,Católica,"De R$ 1.320,01 até R$ 1.760,00",Igual,20,1519,0,0,1,1,0,1,0,1,0,0,0,5,0,1,0,NA,"
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Educação,escolas municipais,contas do município,1,3,2,As políticas do meu candidato,A recomendação de outro político,NA,NA,3,2,1,Ter professores bem formados,Ser escola de tempo integral,Ficar perto da sua casa,1,81,Não,Não,NA,NA,NA,Não,1,Não,NA,NA,NA,1,3,2,Falta de investimento na educação,NA,3,3,0,1,1,1,PSB,0,1,1,0,NA,0,1,99,1,0.8467159081883886
1207,Flores,2605608,260560808000002,(2) Gestão Financeira,0,REJEIÇÃO,166,1309,1524,Mulher,45,Interessado(a),1,0,0,Sim,Aécio Neves,1,Saúde/hospitais/postos de saúde,0,A administração das escolas municipais,1,5,Péssimo,3,Péssimo,3,0,0,1,5,7,7,1,5,4,1,1,2,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Uma pessoa influente da sua comunidade,0,Seguro(a),1,Seguro(a),Sim,7,Branca,Católica,"De R$ 440,01 até R$ 880,00",Pior,20,1540,0,1,1,0,0,1,1,1,0,0,0,3,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto",NA,NA,Gestão Financ.,contas do município,escolas municipais,1,3,3,Benefícios para a comunidade,O que aprendi durante a campanha sobre o atual prefeito,Conhecer pessoalmente algum candidato,Conversas com amigos ou familiares,2,2,3,Ter professores bem formados,Ter bom desempenho em avaliações nacionais,Ter professores bem pagos,1,17,NA,Sim,Vizinho ou amigo,NA,NA,Sim,1,Não,NA,NA,NA,1,3,4,Falta de limpeza nas escolas,NA,1,2,1,0,0,1,PSB,0,1,1,1,1,0,1,35,1,0.8467159081883886
1208,Flores,2605608,260560808000002,(2) Gestão Financeira,0,REJEIÇÃO,166,1309,1543,Homem,66,Interessado(a),1,1,1,Sim,Dilma Rousseff,1,Saúde/hospitais/postos de saúde,0,Igualmente importantes,7,1,Ótimo,7,Bom,6,1,0,0,1,5,6,7,7,7,1,1,4,"O desempenho do prefeito em suas funções; por exemplo, quantas vezes por semana ele vai à prefeitura",Uma pessoa influente da sua comunidade,0,Inseguro(a),181,Seguro(a),Não,3,Branca,Católica,"De R$ 440,01 até R$ 880,00",Igual,20,1558,0,1,1,0,1,1,0,0,0,0,0,5,0,1,0,"
Receber um presente, favor ou acesso a um serviço em troca do seu voto","
Votar em um candidato que perdeu as eleições para prefeito","Também nessa cidade, o Tribunal de Contas do Estado rejeitou as contas do Prefeito Carlos no ano de 2013 porque encontrou problemas sérios na administração do orçamento.",Gestão Financ.,contas do município,escolas municipais,1,2,2,Benefícios para a comunidade,O que aprendi durante a campanha sobre o atual prefeito,Conversas com amigos ou familiares,NA,4,5,1,Ter acesso a Internet,Ficar perto da sua casa,Ter professores bem pagos,0,73,Não,Não,NA,NA,NA,NS/NR,1,Não,NA,NA,NA,1,4,1,O ensino é de qualidade/Professores qualificados,NS/NR,4,4,1,1,1,1,PR,1,0,1,1,1,0,0,91,1,0.8467159081883886
